order_id,customer_id,order_date,delivery_partner,payment_mode,city
530,218,2024-12-05,Blinkit,Card,Kolkata
531,164,2024-02-23,Zepto,Wallet,Bangalore
532,161,2025-04-25,Instamart,Cash,Kolkata
533,943,2025-03-25,Zepto,Wallet,Delhi
534,525,2024-03-09,Zepto,Cash,Kolkata
535,808,2024-05-15,Instamart,Cash,Hyderabad
536,601,2024-02-29,Blinkit,Card,Bangalore
537,836,2025-03-31,Zepto,Card,Hyderabad
538,42,2024-02-24,Zepto,Wallet,Delhi
539,915,2025-01-15,Instamart,Wallet,Bangalore
540,210,2024-10-10,Instamart,UPI,Delhi
541,741,2024-03-20,Instamart,Card,Hyderabad
542,862,2024-05-19,Instamart,Cash,Delhi
543,275,2024-05-24,Instamart,Cash,Bangalore
544,954,2024-11-05,Instamart,UPI,Bangalore
545,279,2024-04-17,Blinkit,Card,Delhi
546,251,2025-01-02,Zepto,Cash,Bangalore
547,310,2024-06-24,Blinkit,UPI,Bangalore
548,720,2024-04-14,Blinkit,UPI,Delhi
549,833,2024-12-17,Instamart,Cash,Hyderabad
550,140,2024-11-20,Zepto,Cash,Bangalore
551,792,2025-03-12,Blinkit,Wallet,Bangalore
552,546,2024-05-15,Instamart,Card,Bangalore
553,821,2024-09-15,Instamart,Wallet,Bangalore
554,904,2024-09-07,Zepto,UPI,Delhi
555,530,2024-05-08,Blinkit,Cash,Hyderabad
556,57,2025-04-08,Blinkit,Wallet,Hyderabad
557,112,2025-04-09,Blinkit,UPI,Kolkata
558,5,2025-03-09,Instamart,Card,Bangalore
559,410,2024-01-27,Zepto,Cash,Bangalore
560,414,2024-02-17,Zepto,Wallet,Kolkata
561,182,2024-11-20,Blinkit,Card,Hyderabad
562,13,2024-08-04,Instamart,Wallet,Mumbai
563,339,2025-02-28,Blinkit,UPI,Mumbai
564,797,2024-05-21,Zepto,Card,Hyderabad
565,259,2024-01-23,Instamart,Wallet,Bangalore
566,90,2024-01-02,Blinkit,Card,Mumbai
567,616,2024-06-19,Blinkit,UPI,Delhi
568,891,2025-01-29,Instamart,Card,Delhi
569,698,2024-03-07,Zepto,Wallet,Kolkata
570,250,2024-11-22,Instamart,UPI,Hyderabad
571,255,2024-05-14,Blinkit,Cash,Hyderabad
572,588,2024-03-23,Blinkit,Wallet,Mumbai
573,898,2025-01-14,Blinkit,Wallet,Bangalore
574,971,2024-08-14,Blinkit,UPI,Hyderabad
575,108,2024-10-09,Zepto,UPI,Mumbai
576,668,2024-12-27,Zepto,Cash,Mumbai
577,594,2024-08-06,Blinkit,Wallet,Hyderabad
578,589,2024-10-14,Zepto,UPI,Mumbai
579,485,2024-01-05,Zepto,Cash,Kolkata
580,982,2024-02-27,Zepto,Cash,Kolkata
581,972,2024-02-08,Blinkit,UPI,Hyderabad
582,258,2025-04-28,Instamart,Wallet,Bangalore
583,639,2025-03-28,Instamart,Card,Kolkata
584,997,2024-12-19,Instamart,Card,Kolkata
585,903,2025-04-07,Blinkit,Cash,Hyderabad
586,282,2024-03-17,Zepto,Card,Delhi
587,986,2024-10-06,Zepto,Card,Mumbai
588,88,2024-01-19,Blinkit,UPI,Kolkata
589,204,2025-03-03,Blinkit,Cash,Delhi
590,16,2024-07-08,Instamart,Wallet,Bangalore
591,151,2024-10-25,Instamart,Cash,Delhi
592,936,2024-10-09,Blinkit,UPI,Hyderabad
593,254,2024-03-16,Instamart,Card,Bangalore
594,188,2024-08-08,Zepto,Wallet,Bangalore
595,329,2024-03-06,Blinkit,Cash,Delhi
596,544,2024-01-22,Blinkit,Card,Hyderabad
597,783,2024-06-06,Zepto,Cash,Kolkata
598,997,2024-07-05,Zepto,Wallet,Delhi
599,397,2025-04-05,Zepto,Cash,Kolkata
600,517,2025-04-22,Instamart,Cash,Delhi
601,459,2025-02-11,Blinkit,Cash,Kolkata
602,330,2025-05-12,Instamart,Card,Delhi
603,820,2025-03-16,Zepto,Wallet,Bangalore
604,845,2024-01-21,Instamart,Wallet,Mumbai
605,169,2025-04-05,Zepto,Card,Bangalore
606,693,2024-07-02,Instamart,Card,Kolkata
607,366,2024-04-17,Instamart,Card,Hyderabad
608,178,2024-12-15,Zepto,UPI,Bangalore
609,655,2024-05-07,Instamart,Cash,Mumbai
610,362,2024-12-07,Blinkit,Cash,Kolkata
611,760,2024-02-22,Instamart,Wallet,Bangalore
612,639,2024-06-30,Instamart,Cash,Delhi
613,775,2025-02-03,Blinkit,UPI,Hyderabad
614,40,2024-10-13,Zepto,Card,Kolkata
615,924,2025-03-28,Blinkit,Wallet,Bangalore
616,416,2025-03-23,Instamart,Wallet,Kolkata
617,355,2024-07-27,Zepto,Cash,Delhi
618,255,2025-05-13,Instamart,Wallet,Mumbai
619,143,2024-11-13,Instamart,Card,Bangalore
620,752,2025-01-18,Blinkit,Wallet,Kolkata
621,740,2024-03-20,Blinkit,Card,Kolkata
622,853,2025-04-18,Zepto,UPI,Kolkata
623,710,2025-04-21,Zepto,UPI,Mumbai
624,577,2024-05-01,Zepto,Card,Kolkata
625,900,2025-03-18,Instamart,Cash,Hyderabad
626,11,2024-03-24,Blinkit,Wallet,Hyderabad
627,620,2025-05-14,Blinkit,Cash,Kolkata
628,26,2025-02-13,Blinkit,Wallet,Hyderabad
629,957,2025-02-19,Zepto,UPI,Bangalore
630,421,2024-03-31,Blinkit,UPI,Hyderabad
631,663,2025-03-27,Blinkit,UPI,Kolkata
632,221,2024-07-30,Blinkit,Wallet,Delhi
633,853,2024-01-13,Zepto,UPI,Bangalore
634,496,2024-04-01,Blinkit,UPI,Mumbai
635,237,2025-01-12,Zepto,UPI,Kolkata
636,237,2025-04-18,Blinkit,UPI,Mumbai
637,219,2024-06-19,Blinkit,Cash,Delhi
638,487,2025-02-04,Blinkit,UPI,Mumbai
639,936,2025-04-21,Zepto,UPI,Kolkata
640,461,2024-07-29,Zepto,Cash,Kolkata
641,663,2025-02-14,Blinkit,Cash,Delhi
642,635,2024-12-08,Instamart,Wallet,Kolkata
643,144,2025-03-18,Zepto,Card,Delhi
644,990,2025-01-11,Zepto,UPI,Delhi
645,189,2025-02-19,Blinkit,UPI,Kolkata
646,255,2024-05-07,Instamart,UPI,Hyderabad
647,68,2024-05-16,Blinkit,Wallet,Delhi
648,616,2024-03-22,Zepto,UPI,Kolkata
649,336,2025-02-07,Zepto,Card,Hyderabad
650,671,2024-12-25,Blinkit,Cash,Delhi
651,821,2024-02-25,Blinkit,Wallet,Hyderabad
652,874,2024-07-14,Instamart,Cash,Bangalore
653,409,2025-03-22,Instamart,UPI,Bangalore
654,300,2024-01-20,Zepto,UPI,Hyderabad
655,908,2025-03-15,Instamart,UPI,Delhi
656,602,2024-08-28,Instamart,Card,Kolkata
657,357,2024-04-23,Zepto,Card,Mumbai
658,256,2024-04-12,Zepto,Wallet,Kolkata
659,353,2025-02-22,Zepto,Cash,Mumbai
660,732,2025-04-15,Zepto,UPI,Mumbai
661,521,2024-08-23,Blinkit,UPI,Delhi
662,524,2024-06-28,Zepto,UPI,Hyderabad
663,837,2024-06-05,Zepto,UPI,Kolkata
664,950,2025-02-24,Zepto,Card,Hyderabad
665,756,2025-02-11,Instamart,Cash,Bangalore
666,694,2025-03-22,Zepto,Cash,Delhi
667,284,2024-04-26,Blinkit,Wallet,Delhi
668,312,2024-04-24,Blinkit,Card,Bangalore
669,99,2024-01-13,Zepto,UPI,Kolkata
670,197,2024-12-03,Blinkit,Cash,Bangalore
671,482,2024-04-08,Instamart,Cash,Kolkata
672,878,2024-07-23,Zepto,Card,Mumbai
673,226,2024-06-17,Blinkit,Wallet,Delhi
674,845,2024-05-22,Blinkit,Wallet,Kolkata
675,615,2025-03-18,Zepto,UPI,Hyderabad
676,618,2024-02-05,Blinkit,Wallet,Hyderabad
677,365,2025-05-10,Zepto,Cash,Delhi
678,368,2025-01-30,Blinkit,Wallet,Bangalore
679,570,2024-05-22,Instamart,UPI,Bangalore
680,590,2024-06-28,Blinkit,Cash,Kolkata
681,75,2024-11-24,Blinkit,Wallet,Bangalore
682,42,2024-09-17,Zepto,Wallet,Delhi
683,422,2024-07-23,Blinkit,Card,Kolkata
684,836,2024-12-13,Zepto,UPI,Mumbai
685,181,2025-03-07,Instamart,Wallet,Bangalore
686,545,2024-10-01,Zepto,Card,Bangalore
687,71,2024-06-18,Zepto,Cash,Kolkata
688,568,2025-04-25,Blinkit,Card,Hyderabad
689,105,2024-01-15,Instamart,Card,Bangalore
690,200,2024-02-29,Zepto,Wallet,Delhi
691,101,2025-03-25,Blinkit,Wallet,Bangalore
692,768,2025-05-11,Blinkit,Wallet,Mumbai
693,307,2024-05-13,Zepto,Card,Bangalore
694,586,2024-04-01,Blinkit,Cash,Hyderabad
695,683,2024-10-24,Zepto,UPI,Bangalore
696,377,2025-05-07,Zepto,Card,Kolkata
697,655,2024-05-15,Zepto,Wallet,Bangalore
698,678,2024-01-20,Instamart,UPI,Hyderabad
699,399,2024-02-25,Zepto,Cash,Kolkata
700,773,2024-11-01,Blinkit,UPI,Delhi
701,221,2024-08-10,Instamart,Wallet,Kolkata
702,595,2024-06-25,Blinkit,Card,Mumbai
703,182,2025-01-08,Instamart,Card,Kolkata
704,307,2025-02-06,Instamart,Wallet,Delhi
705,522,2024-06-09,Instamart,Card,Bangalore
706,396,2024-08-11,Instamart,Wallet,Kolkata
707,4,2024-11-06,Blinkit,Card,Kolkata
708,863,2024-09-18,Zepto,Card,Kolkata
709,914,2024-02-29,Blinkit,Card,Kolkata
710,848,2024-07-16,Zepto,Cash,Delhi
711,1000,2025-04-05,Blinkit,Cash,Hyderabad
712,804,2024-10-22,Instamart,Wallet,Hyderabad
713,281,2024-04-07,Instamart,Cash,Kolkata
714,215,2024-05-10,Zepto,Wallet,Delhi
715,972,2024-01-23,Zepto,UPI,Delhi
716,610,2024-12-28,Blinkit,UPI,Kolkata
717,420,2024-08-11,Zepto,Cash,Mumbai
718,101,2024-01-01,Blinkit,UPI,Kolkata
719,963,2024-09-23,Zepto,UPI,Mumbai
720,521,2025-04-18,Zepto,Card,Kolkata
721,573,2025-02-16,Zepto,Card,Mumbai
722,309,2024-10-02,Instamart,Wallet,Mumbai
723,658,2024-12-17,Instamart,UPI,Kolkata
724,939,2025-01-03,Blinkit,Wallet,Mumbai
725,931,2025-04-26,Zepto,Wallet,Bangalore
726,510,2025-01-14,Blinkit,UPI,Hyderabad
727,63,2025-01-12,Zepto,Cash,Delhi
728,633,2024-12-09,Instamart,UPI,Mumbai
729,226,2024-04-10,Instamart,Card,Mumbai
730,105,2024-07-05,Zepto,UPI,Delhi
731,974,2024-08-08,Zepto,Cash,Mumbai
732,772,2024-02-05,Instamart,Wallet,Delhi
733,861,2025-04-30,Instamart,Wallet,Kolkata
734,425,2024-12-06,Blinkit,Card,Bangalore
735,255,2025-04-16,Instamart,Card,Bangalore
736,429,2024-06-18,Zepto,Card,Hyderabad
737,434,2024-11-15,Blinkit,Wallet,Mumbai
738,207,2024-06-09,Zepto,Card,Hyderabad
739,28,2024-12-05,Blinkit,UPI,Kolkata
740,682,2025-03-10,Zepto,Wallet,Bangalore
741,336,2024-03-04,Instamart,Cash,Kolkata
742,588,2025-01-03,Zepto,Wallet,Kolkata
743,628,2025-04-05,Blinkit,UPI,Mumbai
744,69,2024-06-02,Zepto,UPI,Kolkata
745,866,2024-09-16,Blinkit,Card,Bangalore
746,746,2024-06-07,Zepto,Wallet,Hyderabad
747,513,2024-12-07,Instamart,Wallet,Bangalore
748,167,2024-07-28,Instamart,Wallet,Mumbai
749,864,2024-06-16,Zepto,Cash,Bangalore
750,730,2024-07-25,Zepto,Card,Delhi
751,785,2024-12-22,Zepto,UPI,Hyderabad
752,368,2024-05-31,Blinkit,UPI,Delhi
753,251,2024-10-10,Zepto,Card,Delhi
754,859,2024-03-06,Zepto,UPI,Mumbai
755,856,2024-04-08,Blinkit,UPI,Kolkata
756,931,2024-08-03,Instamart,Card,Delhi
757,686,2024-12-06,Zepto,UPI,Bangalore
758,170,2025-04-26,Zepto,Wallet,Kolkata
759,758,2024-07-13,Instamart,Cash,Bangalore
760,935,2024-12-12,Instamart,Card,Bangalore
761,90,2025-01-18,Blinkit,Cash,Kolkata
762,561,2025-04-07,Zepto,UPI,Kolkata
763,446,2024-03-30,Zepto,UPI,Bangalore
764,294,2024-11-11,Blinkit,Wallet,Mumbai
765,919,2024-10-18,Instamart,Card,Hyderabad
766,150,2024-06-03,Blinkit,UPI,Hyderabad
767,132,2024-07-26,Instamart,Card,Mumbai
768,433,2024-10-07,Blinkit,Card,Kolkata
769,59,2025-03-02,Instamart,Card,Bangalore
770,969,2024-01-01,Blinkit,Card,Hyderabad
771,836,2024-06-04,Instamart,Card,Bangalore
772,199,2024-05-26,Instamart,Cash,Mumbai
773,215,2024-04-17,Instamart,Wallet,Bangalore
774,898,2024-08-08,Instamart,Card,Mumbai
775,561,2025-02-06,Instamart,Cash,Kolkata
776,472,2024-10-23,Zepto,UPI,Mumbai
777,744,2024-11-06,Instamart,Card,Mumbai
778,247,2024-12-01,Zepto,UPI,Hyderabad
779,382,2024-06-13,Instamart,Card,Bangalore
780,991,2024-08-26,Zepto,Cash,Hyderabad
781,239,2024-08-14,Zepto,Cash,Delhi
782,927,2024-08-14,Blinkit,Cash,Mumbai
783,367,2024-12-11,Instamart,Wallet,Delhi
784,168,2024-04-19,Blinkit,UPI,Hyderabad
785,560,2024-09-18,Blinkit,Wallet,Bangalore
786,51,2024-08-30,Instamart,Card,Hyderabad
787,811,2025-02-10,Blinkit,UPI,Bangalore
788,610,2025-04-06,Instamart,Cash,Bangalore
789,951,2025-05-06,Blinkit,UPI,Kolkata
790,728,2025-02-11,Instamart,Cash,Mumbai
791,689,2025-01-11,Instamart,Wallet,Hyderabad
792,380,2024-03-27,Instamart,Wallet,Bangalore
793,474,2024-12-03,Zepto,Cash,Hyderabad
794,80,2024-02-13,Blinkit,Cash,Hyderabad
795,697,2024-05-25,Zepto,Card,Bangalore
796,367,2024-09-20,Blinkit,Wallet,Delhi
797,461,2024-12-05,Blinkit,Wallet,Mumbai
798,911,2024-11-20,Blinkit,Card,Mumbai
799,539,2024-11-13,Zepto,Wallet,Kolkata
800,452,2024-06-20,Blinkit,Cash,Kolkata
801,464,2024-02-17,Zepto,UPI,Kolkata
802,960,2025-02-23,Instamart,UPI,Mumbai
803,478,2025-05-02,Blinkit,Wallet,Delhi
804,926,2025-01-19,Blinkit,Card,Mumbai
805,420,2024-04-30,Instamart,Cash,Mumbai
806,707,2024-12-10,Instamart,UPI,Mumbai
807,214,2024-06-07,Blinkit,Cash,Mumbai
808,369,2024-04-25,Instamart,Wallet,Delhi
809,854,2025-02-16,Zepto,Wallet,Kolkata
810,114,2024-04-11,Zepto,UPI,Hyderabad
811,754,2024-03-16,Blinkit,Wallet,Kolkata
812,503,2024-01-13,Zepto,Card,Kolkata
813,636,2024-01-24,Zepto,Wallet,Hyderabad
814,817,2024-05-05,Blinkit,Wallet,Mumbai
815,588,2024-08-31,Instamart,Wallet,Delhi
816,311,2024-11-08,Blinkit,Cash,Delhi
817,469,2025-03-11,Zepto,Cash,Kolkata
818,824,2025-01-28,Blinkit,UPI,Hyderabad
819,708,2024-02-07,Blinkit,UPI,Bangalore
820,863,2024-08-21,Zepto,UPI,Mumbai
821,44,2024-07-31,Zepto,Wallet,Kolkata
822,415,2025-03-29,Blinkit,Cash,Delhi
823,698,2024-11-18,Zepto,Card,Hyderabad
824,855,2024-10-21,Zepto,Wallet,Hyderabad
825,246,2024-04-09,Zepto,Wallet,Kolkata
826,949,2025-01-02,Zepto,Wallet,Bangalore
827,84,2024-12-22,Zepto,Card,Delhi
828,207,2024-07-15,Zepto,UPI,Kolkata
829,151,2024-09-10,Instamart,Card,Bangalore
830,668,2024-07-23,Blinkit,UPI,Hyderabad
831,528,2024-05-04,Zepto,Card,Mumbai
832,165,2024-03-16,Blinkit,Cash,Delhi
833,917,2024-12-01,Instamart,Wallet,Delhi
834,975,2024-12-18,Zepto,Wallet,Bangalore
835,145,2024-01-03,Blinkit,Wallet,Kolkata
836,37,2025-04-02,Zepto,UPI,Hyderabad
837,333,2025-01-19,Zepto,Card,Bangalore
838,403,2025-03-16,Zepto,Cash,Mumbai
839,414,2025-01-29,Zepto,Card,Mumbai
840,45,2025-03-29,Zepto,Wallet,Mumbai
841,402,2024-02-24,Zepto,Cash,Bangalore
842,206,2025-02-02,Zepto,Cash,Hyderabad
843,62,2024-08-05,Instamart,Wallet,Delhi
844,420,2024-04-22,Instamart,Card,Kolkata
845,868,2024-03-31,Zepto,Wallet,Delhi
846,468,2025-02-15,Zepto,Card,Hyderabad
847,820,2025-05-05,Instamart,Cash,Delhi
848,19,2024-12-22,Instamart,Cash,Bangalore
849,365,2024-09-22,Instamart,Wallet,Mumbai
850,300,2024-08-25,Zepto,Cash,Hyderabad
851,7,2024-01-26,Blinkit,UPI,Hyderabad
852,761,2024-10-12,Blinkit,Cash,Delhi
853,428,2024-05-07,Blinkit,UPI,Bangalore
854,117,2025-04-14,Blinkit,Cash,Delhi
855,580,2025-03-10,Zepto,Wallet,Delhi
856,507,2024-03-03,Blinkit,Wallet,Hyderabad
857,546,2024-08-21,Instamart,UPI,Delhi
858,706,2024-03-09,Instamart,Wallet,Mumbai
859,325,2025-02-14,Blinkit,Cash,Delhi
860,55,2024-08-25,Instamart,Cash,Mumbai
861,778,2024-12-07,Zepto,Wallet,Hyderabad
862,992,2024-09-28,Blinkit,Cash,Bangalore
863,42,2024-10-13,Blinkit,Card,Mumbai
864,297,2024-10-31,Zepto,Card,Bangalore
865,973,2024-06-11,Instamart,Cash,Bangalore
866,231,2025-05-01,Zepto,Wallet,Mumbai
867,453,2025-01-21,Zepto,UPI,Hyderabad
868,890,2025-04-01,Instamart,Wallet,Kolkata
869,394,2024-08-14,Zepto,UPI,Bangalore
870,522,2024-11-09,Instamart,Wallet,Bangalore
871,358,2025-02-21,Instamart,Cash,Hyderabad
872,987,2025-01-03,Zepto,Card,Hyderabad
873,444,2025-04-01,Instamart,Wallet,Delhi
874,128,2024-09-15,Zepto,UPI,Hyderabad
875,691,2024-08-06,Instamart,Card,Bangalore
876,405,2025-03-01,Blinkit,UPI,Mumbai
877,392,2025-04-09,Instamart,Cash,Kolkata
878,193,2024-10-07,Instamart,Card,Delhi
879,604,2024-08-16,Zepto,UPI,Mumbai
880,881,2025-04-04,Instamart,Wallet,Kolkata
881,743,2024-03-22,Blinkit,Cash,Kolkata
882,78,2025-01-15,Blinkit,Cash,Kolkata
883,85,2025-03-17,Instamart,Cash,Mumbai
884,30,2024-08-31,Instamart,Wallet,Delhi
885,725,2024-08-18,Blinkit,Wallet,Delhi
886,49,2024-05-12,Zepto,Card,Kolkata
887,777,2025-01-19,Blinkit,Wallet,Mumbai
888,145,2024-05-06,Blinkit,Card,Kolkata
889,69,2025-03-06,Instamart,Cash,Hyderabad
890,58,2024-11-22,Instamart,Card,Delhi
891,697,2024-05-21,Blinkit,UPI,Bangalore
892,574,2025-01-27,Zepto,Cash,Kolkata
893,479,2025-02-02,Blinkit,Cash,Hyderabad
894,820,2024-09-23,Blinkit,Card,Delhi
895,445,2024-09-05,Zepto,Cash,Mumbai
896,296,2024-11-16,Blinkit,Wallet,Delhi
897,678,2024-05-02,Blinkit,UPI,Mumbai
898,171,2024-05-20,Instamart,Card,Mumbai
899,575,2024-08-13,Zepto,Card,Kolkata
900,147,2024-02-09,Instamart,Cash,Kolkata
901,484,2024-12-31,Instamart,Wallet,Delhi
902,306,2024-05-26,Zepto,Cash,Hyderabad
903,673,2024-04-30,Zepto,Cash,Delhi
904,653,2024-05-19,Blinkit,Card,Bangalore
905,846,2024-06-20,Instamart,Cash,Mumbai
906,609,2024-06-12,Zepto,UPI,Mumbai
907,446,2025-04-02,Instamart,Cash,Kolkata
908,221,2024-10-03,Instamart,Cash,Hyderabad
909,555,2024-02-11,Zepto,Card,Kolkata
910,945,2024-03-11,Blinkit,Cash,Bangalore
911,804,2024-03-18,Instamart,Wallet,Delhi
912,378,2024-04-28,Zepto,Card,Delhi
913,620,2024-07-15,Blinkit,Cash,Hyderabad
914,266,2024-12-21,Instamart,UPI,Kolkata
915,95,2024-03-19,Zepto,UPI,Kolkata
916,262,2024-12-27,Instamart,Card,Bangalore
917,825,2024-04-19,Zepto,Card,Delhi
918,897,2024-02-02,Zepto,Cash,Kolkata
919,71,2024-07-31,Instamart,Wallet,Hyderabad
920,954,2024-07-27,Instamart,Cash,Delhi
921,219,2024-06-18,Zepto,UPI,Bangalore
922,533,2024-10-04,Blinkit,Wallet,Hyderabad
923,92,2024-08-26,Instamart,Wallet,Mumbai
924,127,2024-07-31,Zepto,Wallet,Bangalore
925,80,2024-02-01,Zepto,Cash,Hyderabad
926,824,2024-04-15,Blinkit,UPI,Kolkata
927,238,2025-03-02,Blinkit,Card,Mumbai
928,983,2024-08-03,Blinkit,Cash,Bangalore
929,372,2024-07-18,Instamart,Card,Kolkata
930,916,2025-04-08,Zepto,Wallet,Mumbai
931,486,2025-01-29,Zepto,Wallet,Delhi
932,694,2024-10-26,Zepto,Cash,Kolkata
933,25,2025-04-29,Blinkit,UPI,Hyderabad
934,156,2024-12-22,Zepto,Wallet,Bangalore
935,517,2024-01-11,Instamart,Card,Mumbai
936,632,2025-03-14,Blinkit,Card,Kolkata
937,789,2025-03-26,Blinkit,Cash,Delhi
938,530,2025-01-26,Blinkit,Card,Bangalore
939,943,2024-10-21,Blinkit,UPI,Bangalore
940,710,2024-07-13,Instamart,Wallet,Kolkata
941,57,2024-09-01,Zepto,Card,Delhi
942,605,2024-01-04,Instamart,Card,Mumbai
943,19,2025-04-27,Zepto,Wallet,Kolkata
944,384,2024-06-29,Instamart,Cash,Mumbai
945,865,2024-06-01,Blinkit,Card,Bangalore
946,193,2025-01-20,Blinkit,Cash,Mumbai
947,237,2024-07-18,Instamart,Cash,Delhi
948,387,2025-03-12,Instamart,Card,Hyderabad
949,426,2025-04-01,Zepto,UPI,Delhi
950,277,2025-05-03,Instamart,Cash,Mumbai
951,227,2025-03-03,Instamart,Card,Kolkata
952,745,2024-08-02,Zepto,Cash,Bangalore
953,552,2024-10-02,Zepto,Wallet,Hyderabad
954,323,2025-01-17,Zepto,UPI,Kolkata
955,153,2025-01-11,Instamart,UPI,Kolkata
956,639,2024-10-06,Zepto,Wallet,Delhi
957,237,2025-02-13,Blinkit,Wallet,Mumbai
958,998,2024-11-04,Blinkit,Cash,Delhi
959,55,2025-04-04,Blinkit,Wallet,Mumbai
960,980,2024-04-22,Instamart,UPI,Delhi
961,436,2024-09-06,Blinkit,Wallet,Kolkata
962,684,2024-04-22,Instamart,Card,Bangalore
963,109,2024-05-19,Instamart,Card,Mumbai
964,866,2024-08-11,Blinkit,Cash,Hyderabad
965,981,2024-09-05,Zepto,UPI,Hyderabad
966,184,2024-01-15,Instamart,Card,Kolkata
967,951,2024-07-18,Blinkit,Wallet,Delhi
968,368,2024-06-21,Instamart,Card,Delhi
969,983,2024-12-08,Zepto,Card,Kolkata
970,198,2024-12-13,Zepto,Cash,Hyderabad
971,371,2025-02-12,Blinkit,Wallet,Hyderabad
972,373,2024-07-26,Instamart,Wallet,Delhi
973,973,2025-01-05,Instamart,Wallet,Mumbai
974,497,2024-03-25,Instamart,Cash,Bangalore
975,599,2025-03-06,Instamart,Wallet,Mumbai
976,201,2024-08-27,Blinkit,Wallet,Hyderabad
977,849,2025-04-15,Zepto,Card,Mumbai
978,509,2024-03-06,Blinkit,Card,Bangalore
979,322,2024-11-14,Instamart,Wallet,Mumbai
980,275,2024-09-30,Instamart,UPI,Mumbai
981,211,2024-01-14,Zepto,UPI,Mumbai
982,504,2025-04-09,Instamart,Wallet,Mumbai
983,903,2024-07-20,Blinkit,UPI,Kolkata
984,118,2024-10-30,Blinkit,Cash,Hyderabad
985,703,2024-10-15,Zepto,Card,Bangalore
986,554,2024-12-05,Blinkit,Cash,Hyderabad
987,42,2024-01-14,Blinkit,Card,Kolkata
988,315,2024-02-12,Blinkit,UPI,Kolkata
989,788,2024-11-25,Blinkit,UPI,Kolkata
990,329,2024-08-07,Instamart,Wallet,Kolkata
991,17,2024-03-10,Blinkit,UPI,Mumbai
992,283,2025-03-19,Zepto,UPI,Hyderabad
993,943,2024-08-24,Zepto,Wallet,Delhi
994,258,2024-04-03,Blinkit,Wallet,Bangalore
995,575,2024-01-26,Zepto,Card,Kolkata
996,574,2024-05-13,Blinkit,UPI,Hyderabad
997,612,2024-07-13,Zepto,Card,Kolkata
998,19,2024-06-16,Zepto,Card,Kolkata
999,529,2024-04-18,Blinkit,Cash,Kolkata
1000,837,2024-08-20,Blinkit,UPI,Kolkata
