delivery_id,order_id,delivery_time_mins,delivery_status,rider_rating
926,926,28,Delivered,3.2
927,927,73,Delayed,4.9
928,928,31,Delivered,4.7
929,929,43,Delivered,2.7
930,930,65,Delayed,3.8
931,931,26,Delivered,3.1
932,932,85,Cancelled,3.5
933,933,65,Cancelled,4.7
934,934,26,Delivered,3.8
935,935,83,Delivered,3.3
936,936,27,Delivered,3.0
937,937,54,Delivered,4.5
938,938,87,Delivered,4.1
939,939,65,Delivered,3.7
940,940,89,Delivered,3.0
941,941,59,Delayed,3.3
942,942,67,Delivered,4.9
943,943,27,Delivered,3.8
944,944,89,Delayed,3.5
945,945,16,Delivered,3.8
946,946,85,Delivered,4.4
947,947,19,Delivered,3.4
948,948,78,Delivered,2.9
949,949,12,Delivered,4.0
950,950,53,Delivered,4.2
951,951,79,Delayed,4.3
952,952,23,Delivered,4.7
953,953,13,Delivered,3.4
954,954,27,Delivered,2.7
955,955,61,Delivered,4.9
956,956,47,Delayed,3.6
957,957,89,Delivered,4.1
958,958,29,Delivered,4.2
959,959,53,Delivered,3.9
960,960,60,Cancelled,3.0
961,961,28,Delivered,4.4
962,962,77,Delivered,4.5
963,963,75,Delivered,3.9
964,964,22,Delivered,3.7
965,965,71,Delivered,2.8
966,966,70,Delivered,2.7
967,967,39,Delivered,3.3
968,968,39,Delivered,3.3
969,969,60,Delivered,4.9
970,970,57,Delivered,4.5
971,971,42,Delivered,4.1
972,972,83,Delivered,3.8
973,973,28,Delivered,2.9
974,974,80,Delivered,4.9
975,975,66,Delivered,3.4
976,976,28,Delivered,2.8
977,977,88,Delivered,3.7
978,978,50,Cancelled,4.7
979,979,51,Delivered,4.7
980,980,61,Delivered,2.5
981,981,13,Delivered,4.7
982,982,13,Delayed,3.2
983,983,14,Delivered,2.6
984,984,50,Delivered,4.6
985,985,70,Delivered,4.7
986,986,84,Delivered,4.0
987,987,64,Delivered,3.9
988,988,84,Delivered,4.5
989,989,22,Delivered,4.5
990,990,23,Delivered,4.7
991,991,69,Delayed,3.9
992,992,81,Delivered,4.9
993,993,34,Delivered,5.0
994,994,53,Delayed,2.8
995,995,19,Delayed,4.6
996,996,80,Delayed,3.7
997,997,59,Cancelled,3.5
998,998,53,Delayed,4.0
999,999,23,Delivered,2.6
1000,1000,24,Delivered,3.8
