order_item_id,order_id,product_id,quantity,selling_price,discount
872,858,566,5,196.39,23.49
873,898,399,3,357.62,18.79
874,336,709,3,123.51,20.01
875,607,899,1,618.13,24.72
876,838,293,3,550.88,11.78
877,757,293,2,526.4,15.7
878,469,485,3,506.39,4.03
879,602,899,3,582.65,29.04
880,571,447,3,195.96,10.68
881,403,803,4,159.21,7.11
882,540,692,4,229.98,7.21
883,72,983,4,99.47,3.42
884,782,892,3,240.45,8.13
885,24,412,2,342.87,2.17
886,624,508,3,184.44,20.02
887,812,734,1,179.77,14.91
888,485,786,2,561.08,29.58
889,56,890,4,321.4,29.79
890,986,244,5,324.25,22.8
891,223,420,2,314.65,26.98
892,632,929,4,703.65,22.19
893,179,960,2,619.34,24.69
894,800,154,2,123.38,29.14
895,434,816,3,605.88,2.72
896,937,424,1,340.53,29.75
897,450,273,5,810.25,7.92
898,793,936,4,495.03,25.43
899,884,647,2,423.42,2.63
900,492,825,5,171.76,3.22
901,189,520,2,625.98,10.38
902,578,128,1,354.28,9.83
903,810,373,5,94.86,29.84
904,961,568,4,421.05,0.45
905,420,638,2,164.37,3.66
906,249,159,1,775.55,3.15
907,588,571,5,335.07,10.22
908,649,570,2,33.73,19.65
909,164,652,2,644.62,3.19
910,745,176,4,68.5,21.26
911,255,927,1,116.64,13.12
912,476,620,3,469.5,27.01
913,806,211,2,294.65,2.34
914,417,447,5,162.85,25.77
915,170,586,4,665.5,23.25
916,317,167,4,61.41,13.26
917,174,460,2,527.69,7.08
918,470,916,2,390.96,11.42
919,345,357,2,311.61,23.04
920,445,304,3,628.46,29.97
921,18,233,2,805.48,7.29
922,70,327,1,419.61,0.44
923,338,884,5,75.98,5.7
924,628,182,2,63.23,16.2
925,592,634,3,933.94,2.89
926,527,334,5,552.14,17.71
927,688,715,4,427.09,14.25
928,456,967,2,60.46,15.69
929,269,29,5,790.51,16.57
930,631,714,4,268.74,6.74
931,811,93,3,157.85,14.2
932,188,841,1,200.49,20.5
933,569,868,2,23.39,22.24
934,711,688,1,208.28,28.87
935,529,330,3,154.26,12.5
936,434,723,5,561.75,23.1
937,288,184,5,703.91,25.56
938,918,95,3,530.61,10.39
939,567,785,3,789.74,9.56
940,499,649,2,569.0,7.44
941,441,749,4,163.39,14.89
942,781,353,1,499.13,3.18
943,303,930,1,350.26,1.91
944,87,941,5,782.05,5.78
945,830,984,5,425.17,10.93
946,438,265,2,22.84,20.89
947,541,647,3,432.64,0.51
948,22,656,1,166.4,21.78
949,833,19,2,225.83,23.92
950,797,743,5,284.49,16.74
951,560,646,5,36.65,28.29
952,517,626,1,835.2,0.64
953,762,499,5,514.72,12.35
954,675,139,5,217.01,13.29
955,503,637,4,371.12,10.32
956,714,716,3,85.45,15.08
957,467,573,5,407.93,29.04
958,101,762,4,207.08,11.63
959,583,810,2,760.24,8.52
960,942,525,5,234.41,17.5
961,675,908,2,832.29,7.28
962,685,255,5,92.06,23.19
963,141,85,1,755.01,23.36
964,138,458,4,332.9,25.16
965,578,532,4,664.41,18.84
966,710,562,1,718.65,4.59
967,840,676,3,84.98,5.17
968,228,92,4,582.72,18.52
969,281,600,2,199.37,12.33
970,684,69,4,19.64,8.4
971,828,37,3,156.33,22.77
972,431,765,2,225.13,24.95
973,40,764,2,822.26,0.84
974,519,140,1,629.22,11.47
975,686,867,5,958.71,0.56
976,663,893,1,385.87,19.87
977,211,680,5,257.96,8.91
978,302,566,1,196.81,23.32
979,86,898,5,705.4,22.16
980,397,178,4,256.11,14.64
981,253,809,2,326.24,20.41
982,533,813,5,165.33,24.97
983,769,871,4,490.87,22.11
984,891,618,3,205.95,28.93
985,915,137,1,884.76,8.87
986,381,190,3,640.74,15.24
987,444,640,4,212.27,27.17
988,33,342,3,394.32,24.85
989,260,559,3,82.59,26.92
990,234,5,4,235.07,11.62
991,515,972,2,195.03,27.17
992,859,257,5,412.11,7.37
993,308,812,1,35.2,29.39
994,739,662,5,696.88,22.52
995,796,806,1,585.13,3.28
996,70,243,5,628.54,8.44
997,454,787,3,458.24,27.81
998,439,720,2,71.77,5.37
999,825,415,3,188.35,15.21
1000,364,627,2,177.77,4.59
