product_id,product_name,category,brand,mrp,cost_price
424,Optio Product,Fruits,"Sami, Chatterjee and Sethi",484.77,368.08
425,Veniam Product,Dairy,Goswami PLC,569.46,298.73
426,Ipsum Product,Household,Dhawan and Sons,635.86,524.9
427,Perferendis Product,Beverages,"Dhingra, Keer and Sachar",694.86,608.84
428,Similique Product,Fruits,"Dada, Cheema and Chakrabarti",268.21,203.71
429,Quidem Product,Beverages,Basu PLC,29.78,26.26
430,Magnam Product,Fruits,"Dalal, Som and Keer",728.97,408.64
431,Aut Product,Dairy,Kulkarni PLC,544.94,376.54
432,Mollitia Product,Dairy,"Choudhury, Dixit and Saran",839.4,621.76
433,Ipsum Product,Dairy,Bava PLC,824.96,604.44
434,Temporibus Product,Dairy,Agarwal-Dube,846.46,559.16
435,Nisi Product,Snacks,"Ramaswamy, Dalal and Vala",495.39,314.69
436,Quibusdam Product,Snacks,Hegde-Wali,346.96,191.08
437,Pariatur Product,Household,Sehgal Group,795.73,522.55
438,Id Product,Beverages,Biswas-Edwin,462.27,261.21
439,Natus Product,Fruits,Iyengar-Loke,199.77,158.57
440,Culpa Product,Fruits,"Vig, Dhillon and Dhaliwal",857.87,500.59
441,Id Product,Snacks,Maharaj-Sehgal,884.91,463.19
442,In Product,Fruits,Garde-Dutta,476.98,343.88
443,Neque Product,Snacks,Kadakia-Garde,94.19,69.52
444,Tenetur Product,Household,Dhillon-Kuruvilla,400.07,339.57
445,Aperiam Product,Beverages,Bobal PLC,807.47,590.09
446,Atque Product,Household,Ravi LLC,903.74,576.76
447,Laboriosam Product,Dairy,Jayaraman PLC,219.4,180.17
448,Doloribus Product,Dairy,Ghosh Group,85.63,61.32
449,Maxime Product,Dairy,Atwal-Kade,879.8,467.8
450,Excepturi Product,Household,Mane-Sangha,401.62,291.71
451,Cupiditate Product,Fruits,"Lad, Trivedi and Batra",550.93,475.57
452,Iusto Product,Beverages,Hayre and Sons,968.7,637.91
453,Expedita Product,Dairy,Kulkarni-Chhabra,85.23,52.72
454,Itaque Product,Dairy,"Gade, Sarin and Choudhry",655.35,365.28
455,Dolor Product,Dairy,Tailor PLC,92.62,51.92
456,Libero Product,Beverages,Suresh LLC,387.96,261.14
457,Iusto Product,Dairy,Kuruvilla Group,807.74,596.33
458,Saepe Product,Beverages,Gola and Sons,444.8,236.74
459,Labore Product,Dairy,"Handa, Boase and Dada",997.24,873.41
460,Quae Product,Household,Bahl Inc,567.88,455.47
461,Minima Product,Household,Loyal Inc,334.74,245.92
462,Unde Product,Beverages,Sridhar-Maharaj,235.71,195.96
463,Sed Product,Household,Din-Zacharia,363.51,193.41
464,Quae Product,Beverages,Char-Brar,385.08,265.99
465,Consequatur Product,Household,"Khosla, Trivedi and Mall",87.34,65.68
466,Magni Product,Household,"Grewal, Kar and Babu",382.18,317.77
467,Veniam Product,Beverages,Talwar-Taneja,474.95,386.32
468,Mollitia Product,Fruits,"Sama, Sule and Malhotra",728.28,444.85
469,Quidem Product,Household,Sunder Ltd,663.59,581.54
470,Neque Product,Dairy,Vohra-Sharaf,714.59,392.84
471,Rem Product,Fruits,Wason-Grover,28.2,23.97
472,Officiis Product,Beverages,Seth-Sharaf,233.31,207.27
473,Vitae Product,Fruits,"Rattan, Keer and Sachdev",668.45,381.59
474,Natus Product,Snacks,"Kamdar, Bala and Bahl",494.31,389.92
475,Ex Product,Snacks,Sastry Group,25.21,13.01
476,Rerum Product,Household,Wason-Kumer,808.4,535.3
477,Quas Product,Household,"Sem, Bansal and Gole",777.35,549.21
478,Velit Product,Dairy,"Bedi, Bhatti and Zachariah",557.45,408.2
479,Provident Product,Fruits,Bail PLC,85.13,74.44
480,Nam Product,Snacks,"Chakrabarti, Sur and Chawla",771.18,592.96
481,Consequuntur Product,Household,Chana-Gandhi,592.04,409.99
482,Similique Product,Fruits,Deol Group,786.32,647.83
483,Tempora Product,Household,Manda-Buch,756.71,666.07
484,Eum Product,Household,"Sangha, Mall and Ramanathan",806.94,410.59
485,Omnis Product,Snacks,Srivastava-Suri,527.65,471.2
486,Rem Product,Snacks,"Dutt, Wali and Rama",157.52,84.19
487,Nobis Product,Household,Behl Group,677.73,559.64
488,Enim Product,Beverages,"Sachdeva, Chokshi and Tank",628.06,384.46
489,Labore Product,Household,"Majumdar, Anand and Grewal",747.41,413.22
490,Atque Product,Household,"Bains, Khurana and Vohra",186.48,126.05
491,Sit Product,Dairy,Krish Inc,211.08,159.91
492,Eaque Product,Dairy,Korpal-Chandran,892.6,582.32
493,Dolor Product,Dairy,Talwar-Dyal,754.98,393.97
494,Reiciendis Product,Beverages,"Chaudhry, Walla and Gokhale",910.06,673.25
495,Ea Product,Beverages,Gera-Bhavsar,763.54,657.38
496,Totam Product,Household,Deshmukh-Chawla,605.21,395.38
497,Doloremque Product,Dairy,Bedi-Swamy,661.05,387.73
498,Aut Product,Beverages,Zachariah-Kamdar,891.35,603.47
499,Eveniet Product,Snacks,Loke-Sha,587.23,304.98
500,Voluptatibus Product,Household,Kumar-Seth,639.74,529.83
501,Omnis Product,Fruits,Rout Ltd,173.35,143.97
502,Officiis Product,Household,Edwin-Bakshi,484.44,356.16
503,Quos Product,Fruits,Basak Ltd,722.07,463.02
504,Nisi Product,Dairy,"Lad, Jani and Batta",285.52,234.1
505,Odio Product,Fruits,Magar-Dewan,218.21,157.52
506,Laboriosam Product,Dairy,Seshadri-Dass,327.55,271.99
507,Ut Product,Snacks,Chandran-Bobal,256.67,193.17
508,Ipsa Product,Fruits,Tandon-Khare,230.61,187.66
509,Cumque Product,Household,Boase and Sons,436.35,322.65
510,Excepturi Product,Dairy,Divan PLC,909.68,605.53
511,Voluptas Product,Household,Chaudhari-Raman,516.92,456.53
512,Accusamus Product,Beverages,"Srivastava, Badal and Iyer",204.16,146.27
513,Amet Product,Dairy,Behl PLC,95.43,70.81
514,Tempora Product,Fruits,Dave-Amble,702.23,413.05
515,Tempore Product,Dairy,"Lanka, Sami and Bajwa",395.14,296.46
516,Quos Product,Household,Chopra LLC,825.39,601.41
517,Culpa Product,Snacks,Kashyap LLC,666.32,382.42
518,Doloribus Product,Dairy,Khatri-Balakrishnan,800.32,419.24
519,Porro Product,Fruits,"Bhardwaj, Krishnamurthy and Sathe",286.51,212.52
520,Consequatur Product,Beverages,Gara PLC,698.51,562.63
521,Dicta Product,Snacks,Shetty LLC,278.78,197.76
522,Repudiandae Product,Beverages,Kade-Ram,940.29,555.44
523,Architecto Product,Dairy,"Batta, Singh and Raja",643.65,493.43
524,Magni Product,Household,Buch-Kumer,338.02,179.84
525,Nostrum Product,Household,"Talwar, Brar and Venkataraman",284.12,192.27
526,Sed Product,Fruits,Tank-Bhavsar,207.11,117.09
527,Iure Product,Household,Kapadia-Kapoor,700.75,402.08
528,Debitis Product,Snacks,Kari-Golla,234.34,136.13
529,Aliquid Product,Household,"Kala, Jhaveri and Chanda",603.4,395.04
530,Alias Product,Fruits,"Sachar, Sodhi and Amble",279.34,145.39
531,Cupiditate Product,Dairy,"Hayre, Keer and Sant",668.73,440.77
532,Placeat Product,Dairy,Bahri PLC,818.64,576.88
533,Iusto Product,Household,Bhatti-Reddy,782.46,542.49
534,Unde Product,Beverages,"Wali, Arya and Sengupta",765.63,500.04
535,Labore Product,Dairy,Bumb Inc,203.97,170.45
536,Numquam Product,Household,"Baral, Keer and Kulkarni",106.62,59.51
537,Vitae Product,Fruits,Ravel Ltd,704.97,495.09
538,Illo Product,Household,Gala Inc,380.98,199.94
539,Consectetur Product,Dairy,Dar LLC,443.7,234.48
540,Culpa Product,Fruits,"Arya, Vig and Kapur",50.53,36.86
541,Voluptatibus Product,Household,Lala-Sandal,274.38,199.31
542,Magnam Product,Snacks,"Varghese, Mani and Bal",53.0,45.11
543,Eveniet Product,Fruits,Goyal-Varkey,881.6,637.53
544,Molestiae Product,Snacks,Sur Group,258.53,228.52
545,Cum Product,Beverages,Contractor Group,566.19,294.12
546,Eum Product,Fruits,"Dass, Devan and Ramanathan",58.2,31.38
547,Libero Product,Snacks,Luthra Inc,673.51,348.63
548,Iste Product,Dairy,"Khare, Ratta and Gaba",336.57,193.23
549,Dolorem Product,Dairy,"Yadav, Shan and Bhat",899.96,644.83
550,Recusandae Product,Beverages,"Vaidya, Maharaj and Wadhwa",890.36,675.1
551,Harum Product,Fruits,Bobal LLC,338.78,175.57
552,Recusandae Product,Fruits,Ramesh Ltd,902.94,793.13
553,Eius Product,Fruits,"Madan, Subramaniam and Barman",996.23,833.71
554,Magnam Product,Beverages,"Sathe, Sarraf and Sarkar",828.91,512.8
555,Reiciendis Product,Fruits,Zachariah Inc,847.97,450.17
556,Adipisci Product,Dairy,Wali Inc,264.03,149.96
557,Alias Product,Snacks,Basu Group,585.17,322.3
558,Molestiae Product,Dairy,Keer PLC,85.91,47.19
559,Veritatis Product,Dairy,Lanka Ltd,113.02,79.95
560,Expedita Product,Snacks,Saha PLC,998.91,597.69
561,Similique Product,Dairy,"Khurana, Raja and Gopal",340.11,218.78
562,Dignissimos Product,Beverages,Sahni LLC,753.22,674.74
563,Magni Product,Snacks,Venkataraman-Dhar,810.53,627.13
564,Doloribus Product,Dairy,"Dass, Amble and Gupta",860.86,757.21
565,A Product,Household,"Lad, Khosla and Kumer",997.68,555.73
566,Hic Product,Dairy,"Dhawan, Ahuja and Vaidya",256.67,167.57
567,Earum Product,Beverages,"Desai, Tank and Kala",59.54,42.98
568,Molestiae Product,Fruits,"Thaker, Dutta and Bala",422.97,224.47
569,Suscipit Product,Dairy,"Saran, Mannan and Bhandari",147.48,73.99
570,Voluptas Product,Fruits,"Master, Dani and Bir",41.98,32.25
571,Iusto Product,Household,Krish-Sangha,373.22,282.43
572,Nemo Product,Dairy,Sood-Shukla,788.06,523.52
573,Accusamus Product,Snacks,Balay PLC,574.86,400.02
574,Explicabo Product,Fruits,Sharaf and Sons,326.52,217.52
575,Consequatur Product,Household,"Edwin, Varma and Wason",661.26,336.98
576,Culpa Product,Snacks,"Gaba, Karan and Sridhar",247.38,156.88
577,In Product,Snacks,"Vohra, Vyas and Iyengar",34.09,19.46
578,Cupiditate Product,Snacks,"Dhillon, Ahluwalia and Arya",769.07,414.81
579,Totam Product,Snacks,Sarkar-Sha,631.27,557.21
580,Nulla Product,Dairy,Shankar LLC,767.06,567.43
581,Provident Product,Dairy,Chander-Khanna,58.16,46.03
582,Quasi Product,Dairy,Mahal-Atwal,840.38,526.2
583,Fuga Product,Household,"Samra, Butala and Kapadia",627.14,412.19
584,Omnis Product,Household,Chanda Ltd,572.13,340.29
585,Itaque Product,Household,Bobal LLC,632.12,340.58
586,Eum Product,Beverages,"Krishnan, Sama and Majumdar",867.14,495.67
587,Explicabo Product,Household,Seth-Dar,595.2,487.47
588,Corporis Product,Dairy,Hayre-Kohli,589.33,454.38
589,Impedit Product,Dairy,Barad PLC,990.87,712.21
590,Deserunt Product,Beverages,Borde Group,761.6,525.53
591,Nulla Product,Beverages,Tata-Bala,453.45,394.04
592,Asperiores Product,Household,Divan Ltd,713.25,377.38
593,Quaerat Product,Fruits,Butala-Khalsa,401.45,245.78
594,Ad Product,Beverages,"Rout, Sant and Kota",244.3,156.35
595,Labore Product,Snacks,"Dyal, Vasa and Kapur",604.91,491.77
596,Perspiciatis Product,Dairy,"Biswas, Ramaswamy and Kapur",929.62,833.87
597,Veritatis Product,Snacks,Chahal and Sons,930.56,554.86
598,Quo Product,Dairy,"Saxena, Shetty and Deshpande",355.07,301.71
599,Nulla Product,Dairy,Chacko-Date,537.12,447.02
600,Incidunt Product,Beverages,Bhatti PLC,227.4,134.13
601,Ducimus Product,Beverages,Badal Inc,995.72,656.91
602,Laborum Product,Snacks,Sharaf-Kadakia,981.5,651.59
603,Dicta Product,Dairy,Chad-Dugal,656.52,585.15
604,Quae Product,Snacks,"Choudhary, Kalla and Batta",808.33,462.65
605,Facilis Product,Fruits,Choudhary Ltd,720.8,590.81
606,Cum Product,Snacks,Raja Inc,601.3,381.03
607,Assumenda Product,Household,Jain PLC,72.28,57.27
608,Non Product,Snacks,Buch Ltd,465.67,311.07
609,Cumque Product,Household,Vyas and Sons,681.29,498.26
610,Iste Product,Household,"Kumer, Bhatnagar and Raman",683.98,569.79
611,Eligendi Product,Household,Khare-Bath,385.66,316.88
612,Voluptates Product,Fruits,"Chawla, Rao and Gopal",942.86,798.2
613,Doloremque Product,Snacks,Gade and Sons,184.01,96.39
614,Necessitatibus Product,Snacks,"Iyer, Bora and Bhandari",510.35,396.45
615,Aut Product,Fruits,"Magar, Khosla and Shetty",697.07,387.57
616,Ducimus Product,Dairy,"Baral, Bhatia and Kothari",703.19,468.55
617,Eos Product,Beverages,Master-Kamdar,655.67,471.71
618,Explicabo Product,Snacks,"Shan, Rastogi and Bhardwaj",289.78,191.57
619,Doloribus Product,Beverages,Choudhury LLC,173.08,122.51
620,Vel Product,Fruits,"Som, Kohli and Sen",643.22,578.0
621,Voluptatum Product,Dairy,"Soman, Ghose and Anand",607.32,336.51
622,Itaque Product,Dairy,Malhotra-Gaba,195.77,150.78
623,Molestiae Product,Dairy,Raja Group,711.04,468.15
624,Voluptates Product,Fruits,Singhal-Taneja,466.07,257.83
625,Sint Product,Household,Goswami-Thakkar,674.41,380.03
626,Iste Product,Household,Choudhary-Khare,840.62,739.5
627,Praesentium Product,Beverages,Arora-Brahmbhatt,186.33,158.72
628,Sequi Product,Household,Bhakta-Arora,38.76,33.44
629,Ipsum Product,Household,Bajaj and Sons,783.52,702.51
630,Cumque Product,Dairy,Andra-Mangat,617.5,360.2
631,Nisi Product,Dairy,Khurana Ltd,705.65,453.15
632,Quam Product,Beverages,"Chatterjee, Mammen and Karpe",841.39,645.92
633,Dicta Product,Snacks,Mahajan LLC,806.75,559.5
634,Deleniti Product,Beverages,Dani Group,961.7,641.8
635,Quas Product,Beverages,Dass Ltd,545.22,350.64
636,Illo Product,Fruits,"Gera, Srinivasan and Sastry",498.73,367.82
637,Occaecati Product,Fruits,Kata-Doctor,413.85,302.21
638,Ducimus Product,Beverages,Sridhar-Sankaran,170.62,96.33
639,Aspernatur Product,Beverages,Handa Group,581.16,400.24
640,Quasi Product,Beverages,"Chahal, Acharya and Jain",291.47,210.26
641,Vitae Product,Household,Sachdev Inc,922.88,671.96
642,Corrupti Product,Fruits,"Tara, Raj and Bala",591.53,345.48
643,Eum Product,Beverages,Gade-Suresh,600.98,478.93
644,Quia Product,Dairy,"Chaudhry, Dani and Kohli",367.83,187.62
645,Magni Product,Dairy,"Arora, Dar and Khosla",70.95,45.55
646,Blanditiis Product,Household,"Chana, Hari and Krishna",51.11,41.51
647,Assumenda Product,Household,Bhagat Ltd,434.87,315.52
648,Quibusdam Product,Snacks,Deshmukh-Deshmukh,102.87,62.18
649,Molestiae Product,Snacks,Ahuja Inc,614.71,478.23
650,Laudantium Product,Snacks,"Ramachandran, Mangat and Desai",883.35,642.16
651,Est Product,Household,Korpal PLC,885.26,724.58
652,Vel Product,Household,"Ratti, Chakraborty and Ben",665.86,528.7
653,Et Product,Household,Kunda-Agarwal,227.01,168.91
654,Ea Product,Dairy,Balakrishnan-Chaudhuri,865.74,601.92
655,Nostrum Product,Household,Johal-Khalsa,888.37,491.51
656,Iste Product,Dairy,"Bera, Mammen and Chowdhury",212.72,128.6
657,Repellat Product,Snacks,"Dhawan, Apte and Sarma",742.68,495.84
658,Ipsam Product,Snacks,"Choudhry, Kota and Yohannan",300.79,222.5
659,Totam Product,Snacks,"Sura, Wason and Borah",806.59,569.04
660,Quibusdam Product,Beverages,Bora Ltd,997.29,613.61
661,Sapiente Product,Beverages,"Zacharia, Rajagopalan and Dasgupta",49.43,24.84
662,Officiis Product,Fruits,"Barad, Buch and Zachariah",899.42,628.24
663,Eaque Product,Fruits,Shah LLC,630.18,387.09
664,Id Product,Fruits,Taneja-Sathe,973.91,773.13
665,Nihil Product,Beverages,"Desai, Thaman and Hayer",475.71,242.41
666,Deleniti Product,Beverages,"Bhargava, Gulati and Chaudhari",850.44,624.16
667,Excepturi Product,Fruits,"Dhillon, Suresh and Warrior",81.15,71.14
668,Mollitia Product,Fruits,Buch-Malhotra,348.57,198.6
669,Dolore Product,Household,Ray-Chaudhary,85.68,59.0
670,Quidem Product,Fruits,"Tandon, Bava and Ganesh",975.84,523.61
671,Nihil Product,Household,Gupta-Krishnamurthy,820.63,615.7
672,Perspiciatis Product,Dairy,Bir and Sons,855.5,616.14
673,Quam Product,Beverages,Chaudhari LLC,939.21,622.65
674,Iusto Product,Fruits,Subramanian PLC,103.4,73.26
675,Mollitia Product,Beverages,Walia-Shanker,397.89,341.64
676,Praesentium Product,Beverages,Varma-Ramachandran,89.61,51.84
677,Tenetur Product,Beverages,"Baral, Rajan and Salvi",226.58,115.34
678,Fuga Product,Dairy,Lata-Mangal,244.78,206.76
679,Nostrum Product,Snacks,"Mann, Srivastava and Ahluwalia",479.73,350.61
680,Adipisci Product,Fruits,Barman and Sons,283.19,242.49
681,Sit Product,Snacks,Chakrabarti-Majumdar,118.96,87.89
682,Dignissimos Product,Snacks,Sura Inc,184.14,151.74
683,Culpa Product,Snacks,Varma Ltd,164.33,110.41
684,Error Product,Beverages,"Yadav, Dyal and Saraf",973.62,778.84
685,Culpa Product,Household,"Bail, Kamdar and Salvi",764.11,661.12
686,Quisquam Product,Beverages,Sachdev Group,968.41,705.82
687,Itaque Product,Beverages,Dara Group,450.95,258.09
688,Incidunt Product,Snacks,Sharma and Sons,292.8,177.88
689,Ea Product,Beverages,Lad Group,802.33,464.92
690,Tempora Product,Snacks,Uppal and Sons,339.73,203.41
691,Sunt Product,Household,Shroff and Sons,313.4,195.11
692,Sit Product,Fruits,Walla LLC,247.86,178.97
693,Ipsum Product,Snacks,"Suresh, Goda and Seth",147.09,108.14
694,Facere Product,Household,Bajaj-Kulkarni,271.33,181.95
695,Eligendi Product,Fruits,Sarraf-Kar,368.21,274.75
696,Ad Product,Dairy,Dhillon-Rana,680.51,362.46
697,Et Product,Snacks,Sachdeva-Thakkar,81.31,43.51
698,Voluptatem Product,Snacks,"Balakrishnan, Sami and Bhandari",226.3,128.7
699,Consequuntur Product,Dairy,"Wadhwa, Bal and Ranganathan",812.84,574.87
700,Cum Product,Dairy,Loyal-Bhatnagar,163.98,96.03
701,Tempora Product,Snacks,Mammen-Mann,355.79,218.21
702,Dicta Product,Dairy,"Seshadri, Kara and Datta",867.37,572.57
703,Incidunt Product,Beverages,Chatterjee-Wali,171.83,141.72
704,Aspernatur Product,Fruits,"Dhar, Wason and Chawla",101.08,51.1
705,Aperiam Product,Fruits,Gopal Group,494.85,375.96
706,Aperiam Product,Fruits,Shan-Mannan,316.37,242.83
707,Unde Product,Beverages,"Sachdeva, Ramakrishnan and Kanda",572.14,468.85
708,Ipsa Product,Dairy,Srivastava-Dada,807.73,705.23
709,Esse Product,Household,Chada-Rajagopal,154.41,78.45
710,Eaque Product,Dairy,"Aggarwal, Mann and Apte",589.09,330.78
711,Sit Product,Snacks,"Lal, Sem and Jayaraman",515.4,440.39
712,Expedita Product,Fruits,Chander and Sons,161.2,110.17
713,Alias Product,Dairy,"Kalita, Kapadia and Mander",631.52,458.38
714,Ea Product,Household,Aggarwal-Borra,288.17,220.51
715,Totam Product,Snacks,"Ranganathan, Dasgupta and Anand",498.08,384.33
716,Harum Product,Beverages,"Char, Sagar and Dewan",100.63,87.82
717,Eaque Product,Beverages,Agrawal-Lall,470.39,422.78
718,Voluptate Product,Household,Gopal-Tiwari,320.33,252.44
719,Facere Product,Snacks,"Dugal, Savant and Raju",825.93,507.85
720,Necessitatibus Product,Fruits,Kalita-Sehgal,75.84,64.61
721,Laudantium Product,Dairy,Mane Group,430.24,223.59
722,Ab Product,Snacks,Dash and Sons,469.26,278.0
723,Expedita Product,Beverages,Sharma-Acharya,730.51,627.47
724,In Product,Household,Wason-Kanda,582.8,351.12
725,Voluptas Product,Household,Balasubramanian-Barad,673.87,396.41
726,Quasi Product,Dairy,Ratta PLC,781.51,433.93
727,Error Product,Household,Ranganathan LLC,864.96,729.72
728,Illo Product,Household,"Khare, Chandran and Vasa",327.6,229.33
729,Eveniet Product,Snacks,Gandhi-Ramesh,547.26,421.37
730,Autem Product,Fruits,Gara Ltd,843.31,502.3
731,Distinctio Product,Dairy,"Chanda, Chawla and Bala",989.66,794.91
732,Voluptatum Product,Snacks,Brar-Savant,891.73,716.95
733,Magni Product,Fruits,Sawhney PLC,384.04,240.04
734,Illum Product,Snacks,Dhillon-Batta,211.26,140.33
735,Doloribus Product,Snacks,Kalita Inc,499.6,291.7
736,Eius Product,Household,Bobal-Viswanathan,746.81,665.13
737,Eaque Product,Fruits,"Bir, Bath and Bava",502.72,381.18
738,Magnam Product,Dairy,Rout-Mangal,493.52,431.25
739,Perspiciatis Product,Dairy,"Kannan, Bora and Lanka",841.47,522.85
740,Pariatur Product,Fruits,"Ratti, Mammen and Rao",374.18,304.12
741,Deleniti Product,Household,Chaudhary Inc,862.6,695.55
742,Fuga Product,Beverages,Date-Shankar,418.67,325.17
743,Dolorum Product,Snacks,Kapur and Sons,341.67,302.81
744,Temporibus Product,Household,Viswanathan-Handa,464.91,305.64
745,Tenetur Product,Fruits,Brar-Kota,767.2,423.71
746,Ipsum Product,Snacks,Khurana-Sehgal,143.48,110.29
747,Consectetur Product,Dairy,"Manne, Dyal and Baral",212.49,168.23
748,Corrupti Product,Beverages,Dara Ltd,952.42,695.29
749,Accusamus Product,Dairy,"Basak, Batra and Sarraf",191.98,111.87
750,Impedit Product,Fruits,Swaminathan-Sharma,576.37,404.49
751,Dolore Product,Snacks,Seshadri-Sehgal,587.73,367.26
752,Fugiat Product,Fruits,"Venkataraman, Salvi and Sampath",499.83,335.38
753,Repellendus Product,Snacks,"Sidhu, Gopal and Tailor",651.85,494.16
754,Molestiae Product,Household,Deol-Ganguly,245.23,195.71
755,Dicta Product,Beverages,Sampath and Sons,561.61,332.97
756,Dignissimos Product,Household,Bhakta Inc,384.73,254.74
757,Maxime Product,Household,Aurora-Ramakrishnan,668.43,406.18
758,Animi Product,Fruits,Bal Group,158.4,91.79
759,Vitae Product,Beverages,Kapur and Sons,579.46,471.31
760,Amet Product,Snacks,Singhal PLC,201.56,174.09
761,Officia Product,Snacks,Bawa-Uppal,293.07,189.94
762,Ad Product,Dairy,"Boase, Sabharwal and Vig",234.34,187.59
763,Vero Product,Snacks,Bumb-Sagar,199.18,171.06
764,Minima Product,Fruits,Bhardwaj Group,829.2,695.24
765,Quae Product,Household,"Johal, Dua and Singhal",299.99,171.93
766,Beatae Product,Household,Bal-Guha,928.58,819.49
767,Quasi Product,Household,Kota-Kari,970.53,631.5
768,Non Product,Beverages,Babu-Saraf,579.84,368.6
769,Fugit Product,Snacks,Sen-Bedi,160.14,84.07
770,Eaque Product,Fruits,"Wali, Sampath and Ratti",387.06,268.8
771,Quibusdam Product,Beverages,Sami Group,801.78,435.85
772,Eveniet Product,Dairy,Barman and Sons,380.04,227.8
773,Consequuntur Product,Fruits,Ramachandran PLC,105.28,65.99
774,Voluptatum Product,Fruits,Bumb-Gaba,565.65,465.83
775,Similique Product,Fruits,Deshmukh-Jain,848.22,721.15
776,Temporibus Product,Household,Dixit-Mammen,800.01,496.8
777,Ipsam Product,Fruits,Doctor Group,191.62,161.63
778,Nostrum Product,Snacks,Dar Group,679.31,572.59
779,A Product,Fruits,Mahal-Mangat,236.09,190.26
780,Vitae Product,Household,Sheth LLC,233.84,130.64
781,Excepturi Product,Fruits,Char Inc,876.59,680.35
782,Eius Product,Dairy,Rau and Sons,264.68,232.39
783,Animi Product,Dairy,"Kumer, Mander and Rajagopal",277.98,214.88
784,Minima Product,Household,"Sem, Deo and Gala",20.64,13.06
785,Temporibus Product,Snacks,Kaur Ltd,873.26,611.48
786,Voluptatibus Product,Snacks,Guha-Dar,796.74,604.16
787,Ratione Product,Beverages,"Mangal, Karpe and Dave",634.78,447.03
788,Fugit Product,Household,Kota-Brar,755.26,413.87
789,Perferendis Product,Fruits,"Sethi, Mani and Shroff",169.01,105.6
790,Quaerat Product,Household,Kothari Ltd,469.16,385.16
791,Maxime Product,Beverages,Rajan-Dash,364.19,307.58
792,Libero Product,Household,"Roy, Soni and Savant",111.9,62.1
793,Suscipit Product,Household,Chhabra Group,496.41,437.31
794,Ducimus Product,Beverages,"Srinivas, Kunda and Tara",922.32,582.47
795,Amet Product,Snacks,"Bhandari, Shankar and Saha",59.26,45.33
796,Ratione Product,Fruits,Sharaf Ltd,305.63,244.73
797,Dolor Product,Beverages,Jha-Rajagopal,223.39,184.25
798,Eaque Product,Dairy,Talwar-Venkataraman,253.38,222.54
799,Explicabo Product,Snacks,Bava Inc,910.27,569.07
800,Officia Product,Dairy,Sunder LLC,478.71,403.75
801,Blanditiis Product,Snacks,Joshi-Kala,476.97,263.61
802,Ipsam Product,Fruits,"Khare, Gokhale and Gill",765.36,598.52
803,Nemo Product,Fruits,Gill Ltd,171.4,136.57
804,Quos Product,Household,"Mani, Walla and Zacharia",497.52,383.63
805,Dolore Product,Dairy,Chopra LLC,441.39,265.24
806,Eos Product,Snacks,Chadha-Bhat,604.97,513.75
807,Ipsum Product,Fruits,"Kapoor, Sangha and Basu",999.57,567.3
808,Asperiores Product,Beverages,Tank Inc,774.06,403.64
809,Quos Product,Fruits,Sathe-Singhal,409.91,322.59
810,Repellat Product,Beverages,Mani-Kota,831.0,573.55
811,Alias Product,Snacks,Bora-Bali,187.29,157.26
812,Vitae Product,Fruits,Buch Inc,49.85,32.57
813,Dignissimos Product,Fruits,"Goyal, Kakar and Mahajan",220.36,125.01
814,Dolor Product,Snacks,Ganguly PLC,353.6,295.11
815,Quam Product,Fruits,"Bose, Deshpande and Dani",520.37,374.44
816,Laudantium Product,Beverages,"Arya, Gill and Ganesh",622.83,358.55
817,Expedita Product,Fruits,Bose-Dhingra,912.39,719.1
818,Repudiandae Product,Dairy,Varghese Group,519.66,366.07
819,Non Product,Household,Chopra-Vohra,511.25,379.21
820,Excepturi Product,Beverages,Banerjee-Andra,69.24,47.39
821,Dolores Product,Dairy,Tiwari-Sachar,54.21,45.07
822,Placeat Product,Snacks,Tella-Kulkarni,560.14,465.94
823,A Product,Beverages,"Boase, Ben and Majumdar",449.42,352.24
824,Ratione Product,Household,Chopra PLC,842.4,456.72
825,Facere Product,Household,"Raj, Chaudry and Bandi",177.47,148.28
826,Suscipit Product,Snacks,"Samra, Garg and Lall",44.47,34.17
827,Cupiditate Product,Snacks,"Gopal, Bobal and Kalita",460.06,358.3
828,Excepturi Product,Beverages,Bawa PLC,252.73,163.06
829,Praesentium Product,Fruits,Bir-Thaker,68.62,58.44
830,Dicta Product,Snacks,Madan-Andra,730.11,576.9
831,Asperiores Product,Fruits,Kara PLC,129.36,70.51
832,Aliquam Product,Dairy,"Ratta, Rao and Datta",616.15,408.58
833,Culpa Product,Household,Bahl and Sons,295.43,252.46
834,Unde Product,Fruits,Bahl-Batta,190.03,98.6
835,Officiis Product,Household,Anne PLC,392.16,346.89
836,Odit Product,Fruits,Sur Ltd,805.42,621.51
837,Et Product,Dairy,"Deshpande, Sachdeva and Grover",404.25,304.22
838,Rerum Product,Snacks,"Goyal, Krish and Bhasin",755.75,459.67
839,Laboriosam Product,Dairy,"Sharaf, Maharaj and Sehgal",142.98,85.72
840,Nam Product,Snacks,Srinivas Group,777.32,681.57
841,Quam Product,Snacks,"Soman, Mangal and Chauhan",252.19,156.18
842,Voluptatem Product,Household,Bedi Group,683.85,554.06
843,Error Product,Dairy,"Gupta, Kapoor and Raja",574.47,377.57
844,Hic Product,Fruits,Aggarwal PLC,930.56,517.11
845,Necessitatibus Product,Dairy,Subramaniam Group,399.58,201.5
846,Ad Product,Household,"Dara, Ahuja and Som",84.84,60.89
